author,statement,source,date,target
W. Gardner,"""Bernie Sanders admits he is a Democratic Socialist. … Nazis were Democratic Socialists.""",Jason Villalba,"• October 16,",pants-fire
April Hunt,"""The oil and natural gas industry provides or supports 141,600 jobs in Georgia.""",American Petroleum Institute,"October 16, 2015",mostly-true
Joshua Gillin,"""We have the highest funding in (the) K-12 system in the history of the state.""",Rick Scott,"October 15, 2015",barely-true
Tom Kertscher,"""Paul Ryan is one of less than a dozen Republican congressmen to have voted for every bailout to come before Congress.""",Erick Erickson,"October 15, 2015",barely-true
Louis Jacobson,"""Fifteen out of the 20 most polluted cities in the world"" are in India and China.",Jim Webb,"October 15, 2015",mostly-true
Mark Reynolds,"""I am very proud that over my almost 30 years of public service I have had no scandals.""",Lincoln Chafee,"October 14, 2015",mostly-true
Louis Jacobson,"""We are imprisoning or giving jail sentences to young people who are smoking marijuana.""",Bernie Sanders,"October 14, 2015",barely-true
Jon Greenberg,"Says Edward Snowden ""could have gotten all of the protections of being a whistleblower.""",Hillary Clinton,"October 14, 2015",barely-true
Amy Sherman,"""Every other major country"" has family paid leave.",Bernie Sanders,"October 14, 2015",mostly-true
Lauren Carroll,On the Keystone XL pipeline,Hillary Clinton,"October 14, 2015",no-flip
Tom Kertscher,"""60 percent of all Americans do not want to see Planned Parenthood defunded.""",Gwen Moore,"October 14, 2015",TRUE
Jon Greenberg,"""Today in America, we have more people in jail than any other country on Earth.""",Bernie Sanders,"October 13, 2015",mostly-true
Lauren Carroll,"Says as secretary of state she was reserving judgment about the Trans-Pacific Partnership and ""hoped it would be the gold standard.""",Hillary Clinton,"October 13, 2015",half-true
Louis Jacobson,"""African-American youth unemployment is 51 percent. Hispanic youth unemployment is 36 percent.""",Bernie Sanders,"October 13, 2015",half-true
Linda Qiu,"""Sen. Sanders did vote five times against the Brady bill.""",Hillary Clinton,"October 13, 2015",TRUE
Nancy Badertscher,"President Barack Obama and Secretary of State John Kerry agreed ""to lift Iran’s economic and arms sanctions without any proof of change in conduct.""",Lynn Westmoreland,"October 13, 2015",FALSE
Jon Greenberg,"Pollsters say ""don't actually believe our own data"" and Gallup stopped primary polling ""because they don't trust their methodology.""",Steve Deace,"October 12, 2015",half-true
Warren Fiske,"Dan Gecker voted to ""double vehicle registration fees, costing (Chesterfield) county residents over $6 million annually.""",Glen Sturtevant,"October 12, 2015",FALSE
Clayton Youngman,"""There have been seven investigations (of Benghazi) led mostly by Republicans in the Congress"" that concluded ""nobody did anything wrong, but there were changes we could make.""",Hillary Clinton,"October 12, 2015",mostly-true
Sean Gorman,"Virginia’s current unemployment rate is ""the lowest in Virginia history.""",Richard Saslaw,"October 12, 2015",FALSE
W. Gardner,"Texas has ""outstripped the national poverty rate"" since ""at least 1959.""",Bee Moorhead,"• October 12,",mostly-true
Jon Greenberg,"""When we had a conservative Republican president we were losing 750,000 jobs a month.""",Debbie Wasserman Schultz,"October 11, 2015",mostly-true
Linda Qiu,"Says Republican Rep. Charlie Dent wants to kick the Freedom Caucus out of the Republican conference ""for voting our conscience.""",Dave Brat,"October 11, 2015",FALSE
Joshua Gillin,"""In the states that allow open carry, violent crime was 23 percent lower.""",Matt Gaetz,"October 9, 2015",half-true
Louis Jacobson,"""In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And that's where they first established relationships with the young Vladimir Putin.""",Ben Carson,"October 9, 2015",pants-fire
James B.,"Says U.S. Sen. Ron Johnson ""led the fight to let polluters release unlimited amounts of carbon pollution and took nearly $225,000 from polluters.""",League of Conservation Voters,"• October 9,",mostly-true
Amy Sherman,"""380 Americans have been killed in 294 mass shootings in 2015 alone.""",Debbie Wasserman Schultz,"October 8, 2015",half-true
Linda Qiu,"""While 38 percent of (firearms) dealers that were inspected in 2011 were noncompliant with federal law, only 0.05 percent of inspected dealers had their licenses revoked.""",Hillary Clinton,"October 8, 2015",mostly-true
Lauren Carroll,On the Trans-Pacific Partnership.,Hillary Clinton,"October 8, 2015",full-flop
Tom Kertscher,"""Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate.""",Sean Duffy,"October 8, 2015",mostly-true
Katie Sanders,"Says Donald Trump’s ""Make America Great Again"" hats were made in China.",Tweets,"October 7, 2015",pants-fire
Lauren Carroll,"Says Donald Trump ""supports eminent domain"" and the Supreme Court’s Kelo decision.",Club for Growth,"October 7, 2015",TRUE
Joshua Gillin,"Planned Parenthood has ""now (been) found to also illegally sell baby parts.""",John Stemberger,"October 7, 2015",FALSE
Tom Kertscher,"A state agency wanted to fire an employee who spent four hours per day watching pornography, but the state ""employment commission reinstated the person.""",Scott Walker,"October 7, 2015",mostly-true
April Hunt,"Pope Francis uses a modest compact car to get around, while Creflo Dollar drives an expensive sports car.",Viral image,"October 7, 2015",pants-fire
Louis Jacobson,"Today, the deficit is ""below the average deficits over the past 40 years.""",Barack Obama,"October 6, 2015",mostly-true
Lauren Carroll,"""States with the most gun laws tend to have the fewest gun deaths.""",Barack Obama,"October 6, 2015",mostly-true
W. Gardner,"""100 percent of the crime is committed, in estimate, by about 15 percent of the population.""",Dan Patrick,"• October 6,",pants-fire
Jon Greenberg,"""More preschoolers are shot dead each year than police officers are in the line of duty.""",Nicholas Kristof,"October 6, 2015",mostly-true
W. Gardner,"""90% of Americans want national background checks that close loopholes.""",Jeremy Bird,"• October 5,",TRUE
Clay Wirestone,"Birth control pioneer Margaret Sanger ""believed that people like me should be eliminated.""",Ben Carson,"October 5, 2015",FALSE
Katie Sanders,"Says Planned Parenthood CEO Cecile Richards was ""forced to concede that 86 percent of Planned Parenthood’s revenue is from abortion.""",Dana Loesch,"October 5, 2015",FALSE
Louis Jacobson,"Planned Parenthood ""is an organization that funnels millions of dollars in political contributions to pro-abortion candidates.""",Carly Fiorina,"October 5, 2015",mostly-true
Warren Fiske,"Glen Sturtevant is ""against smaller class sizes.""",Dan Gecker,"October 5, 2015",FALSE
Linda Qiu,"Number of Americans killed by terrorism in the last decade: 24. Number of Americans killed by guns in the last decade: 280,024.",Viral image,"October 5, 2015",mostly-true
Jon Greenberg,"About ""3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.""",Joe Scarborough,"October 5, 2015",half-true
W. Gardner,"Iran’s ""regime is responsible for more than 1,000 American casualties during the Iraq war"" and ""has plotted a terrorist attack here in our nation's capital.""",Michael McCaul,"• October 5,",mostly-true
Sean Gorman,"""It's estimated we leave somewhere north of $350 billion a year - that's billion - a year on the table uncollected because IRS doesn't have the resources.""",Gerry Connolly,"October 5, 2015",half-true
Joshua Gillin,"Among Syrian refugees, ""there aren't that many women, there aren't that many children.""",Donald Trump,"October 4, 2015",FALSE
Linda Qiu,"""We sell 40 percent of our guns without a background check.""",Mark Kelly,"October 4, 2015",half-true
Mark Reynolds,"""Remember that developers are forced to use the ‘195 land union’ contractors, so tap an extra $10 million into any construction project.""",John DePetro,"October 4, 2015",FALSE
Rachel Brooks,"Says Missouri Democratic Senate candidate Jason Kander is ""attending fancy dinners all over the country.""",National Republican Senatorial Committee,"October 2, 2015",barely-true
Mary Ann,"""HIV/AIDS among women is skyrocketing in Austin.""",Ora Houston,"• October 2,",FALSE
Tom Kertscher,"Says Scott Walker ""said he wouldn't touch"" the state civil service system but now supports overhauling it.",Jon Erpenbach,"October 2, 2015",barely-true
Lauren Carroll,"The Benghazi probe is ""the longest-running congressional investigation ever.""",Hillary Clinton,"October 2, 2015",FALSE
Joshua Gillin,"""Since 2008, U.S. crude oil output has increased by over 80 percent, an increase of over 4 million barrels a day. That is the fastest increase in U.S. history.""",Jeb Bush,"October 2, 2015",TRUE
Sarah Hauer,"Israel has seen a ""90 percent reduction in terrorist attacks"" that it attributes to building a 500-mile fence.",Scott Walker,"October 2, 2015",half-true
W. Gardner,"""We have 650 people who move to Texas every day.""",Glenn Hegar,"• October 1,",TRUE
Jon Greenberg,"Says after leaving the White House, Hillary Clinton ""was forced to return an estimated $200,000 in White House china, furniture and artwork that she had stolen.""",Viral image,"October 1, 2015",barely-true
Linda Qiu,"In 2006, Planned Parenthood performed more prevention services and cancer screenings than abortions, but in 2013, there were more abortions.",Jason Chaffetz,"October 1, 2015",pants-fire
Nancy Badertscher,"Alabama’s Crimson Tide will be the underdog in Saturday’s game against the Georgia Bulldogs, the first time in 72 consecutive games that Alabama has not been favored by oddsmakers to win.",ESPN,"October 1, 2015",mostly-true
Amy Sherman,"When ICE releases illegal immigrants, ""a lot of those people are not from Honduras and Mexico. They’re from Iraq and Somalia and Russia.""",Ben Carson,"October 1, 2015",barely-true
Tom Kertscher,"Student loans from the federal government issued between 2007 and 2012 are on target ""to produce $66 billion in profits for the United States government.""",Elizabeth Warren,"October 1, 2015",half-true
Linda Qiu,"""Unlike virtually every other campaign, we don't have a super PAC.""",Bernie Sanders,"September 30, 2015",mostly-true
Katie Sanders,"Honduras ""bans citizens from owning guns"" and has the ""highest homicide rate in the entire world."" Switzerland, with a similar population, ""requires citizens to own guns"" and has the ""lowest homicide rate in the entire world.""",Viral image,"September 30, 2015",pants-fire
Louis Jacobson,"The unemployment rate may be as high as ""42 percent.""",Donald Trump,"September 30, 2015",pants-fire
Tom Kertscher,"Every general City of Milwaukee employee ""pays toward his or her pension, but approximately 88 percent of our police officers and firefighters do not.""",Tom Barrett,"September 30, 2015",mostly-true
Jon Greenberg,"Says ""Bernie Sanders was there when it came to (same-sex) marriage 20 years ago. ... He was there when it wasn't popular.""",Chuck Todd,"September 29, 2015",TRUE
Louis Jacobson,"""When I left Washington, we had a $5 trillion surplus.""",John Kasich,"September 29, 2015",barely-true
Lauren Carroll,"""There’s no money"" for Planned Parenthood in the bill that would keep the government open.",Tom Cole,"September 29, 2015",TRUE
Allison Graves,"""Almost nine out of every 10 pennies that would be spent"" turning a 200-mile stretch of Interstate 70 into a toll road ""would be from folks outside Missouri.""",Jay Nixon,"September 29, 2015",barely-true
Clayton Youngman,"The largest low-wage employer ""is not McDonalds or Walmart but the U.S. government.""",Bernie Sanders,"September 29, 2015",barely-true
Nancy Badertscher,The racial and ethnic makeup of the Gwinnett County Sheriff’s Office mirrors the community it serves.,Butch Conway,"September 29, 2015",TRUE
Sean Gorman,"""Six of the 10 richest counties in the United States surround Washington, D.C.""",Mike Huckabee,"September 29, 2015",TRUE
Joshua Gillin,"""Twenty-six men named William have been elected to statewide office and only seven women have had the honor.""",Ruth's List Florida,"September 28, 2015",mostly-true
Sarah Hauer,"Obamacare doesn’t require members of Congress ""to abide by the same rules that all of the other Americans do.""",Scott Walker,"September 28, 2015",FALSE
April Hunt,No openly gay man has ever been elected to the Georgia Legislature.,Georgia Voice,"September 28, 2015",TRUE
Warren Fiske,"On the main GOP presidential debate: ""Not one candidate on the debate stage has military experience … """,Jim Gilmore,"September 28, 2015",TRUE
Angie Drobnic,"""We've had examples like in Yuma County, where we've been able to stop 97 percent of the illegal (immigration) flow, and those programs, they abolish.""",Ben Carson,"• September 27,",barely-true
Louis Jacobson,"The tax policies of George W. Bush ""created a dynamic effect of high growth.""",Jeb Bush,"September 27, 2015",barely-true
Lauren Carroll,"There is not ""one of the Muslim nations"" that doesn't have ""discrimination against women, discrimination against gays, subjugation of other religious beliefs.""",Ben Carson,"September 25, 2015",barely-true
Daniela Sirtori-Cortina,"""#GradInsurance debacle is a DIRECT result of #ObamaCare. #MIZZOU has to break the law to do the right thing.""",Caleb Rowden,"September 25, 2015",half-true
James B.,"A ""voucher school that closed after 9 days this year collected $5.4 million in taxpayer subsidies since first opening.""",Jennifer Shilling,"• September 25,",mostly-true
Katie Sanders,"Says Ronald Reagan ""reversed his world’s ‘largest tax cut’ and raised taxes when revenues did not match the expectations.""",Stephen Colbert,"September 25, 2015",mostly-true
Louis Jacobson,"""When (Ronald) Reagan came in, from 1978 to 1982, economic growth averaged less than 1 percent a year. There’s only one other four-year period where that’s true. That’s true from 2008 to 2012.""",Ted Cruz,"September 25, 2015",barely-true
W. Gardner,"Salaries of Austin residents who don't work for city government ""have not been going up 3 percent a year for the last several years.""",Don Zimmerman,"• September 25,",mostly-true
April Hunt,Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.,Matthew Charles Cardinale,"September 25, 2015",TRUE
Tom Kertscher,"""The pope and Donald Trump and Tammy Baldwin all agree"" on eliminating the ""carried-interest"" tax break.",Tammy Baldwin,"September 24, 2015",half-true
Arthur Cook,"Missouri is ""#1 in the nation for holding down tuition increases at public universities.""",Jay Nixon,"September 24, 2015",mostly-true
Linda Qiu,"""Daraprim is still underpriced, relative to its peers.""",Martin Shkreli,"September 24, 2015",FALSE
Jon Greenberg,"""The birther movement was started by Hillary Clinton in 2008. She was all in!""",Donald Trump,"September 23, 2015",FALSE
Linda Qiu,"Says ""the cascading effects"" of climate change contributed to the rise of ISIS.",Martin O'Malley,"September 23, 2015",mostly-true
April Hunt,"There are a ""multitude"" of vaccines that do not prevent deadly and crippling diseases.",Ben Carson,"September 23, 2015",FALSE
Jon Greenberg,"Says Pope Francis ""took the name of a saint who basically reached out to Muslims.""",Matthew Dowd,"September 22, 2015",mostly-true
Lauren Carroll,"""Under Republicans, recessions happen four times as frequently as under Democrats.""",Hillary Clinton,"September 22, 2015",mostly-true
Sean Gorman,"""Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.""",Mary Mannix,"September 22, 2015",TRUE
Nancy Badertscher,"""Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.""",Casey Cagle,"September 22, 2015",TRUE
Louis Jacobson,"Says Bernie Sanders opposes ""requiring all children to have a K-12 education.""",Viral image,"September 21, 2015",FALSE
Linda Qiu,"When Carly Fiorina says Hewlett-Packard ""revenues went up, that's because she bought Compaq. It was a terrible deal.""",Donald Trump,"September 21, 2015",mostly-true
Lauren Carroll,"Says Donald Trump was ""forced to file for bankruptcy not once, not twice, four times.""",Carly Fiorina,"September 21, 2015",mostly-true
Tom Kertscher,"The Obama administration’s ""own Environmental Protection Agency"" has said its Clean Power Plan ""will have a marginal impact on climate change.""",Scott Walker,"September 21, 2015",half-true
Sean Gorman,"""The top 1/10th of 1 percent today in America owns almost as much wealth as the bottom 90 percent.""",Bernie Sanders,"September 21, 2015",mostly-true
Joshua Gillin,"""We had a three-hour debate, no discussion about the national debt, very little about the economy.""",Marco Rubio,"September 20, 2015",mostly-true
Jon Greenberg,"At this point in 2012, ""Rick Perry was ahead at 29.9 percent, and we had seven more leads before it finally settled on Mitt Romney.""",Karl Rove,"September 20, 2015",mostly-true
Mark Reynolds,"""The cost of fire in Rhode Island is anywhere from 33 percent to 100 percent more expensive than anywhere else we could find.""",Kenneth Block,"September 20, 2015",half-true
James B.,"The University of Wisconsin System  ""is larger than any business in the state of Wisconsin.""",Dale Kooyenga,"• September 18,",mostly-true
Louis Jacobson,"""There's never been a direct Supreme Court case on people who were here illegally, whether or not their kids are citizens.""",Rand Paul,"September 18, 2015",mostly-true
Lauren Carroll,"""You know our current president is (Muslim). You know he's not even an American.""",Town hall audience member,"September 18, 2015",pants-fire
Joshua Gillin,"Says that President Barack Obama said an attack on Syria ""was going to be a pinprick.""",Marco Rubio,"September 18, 2015",FALSE
W. Gardner,"The Iran deal ""trusts the Iranians to inspect themselves.""",Ted Cruz,"• September 18,",FALSE
Jon Greenberg,"The government ""made accommodation to the Fort Hood shooter to let him grow a beard"" for religious reasons.",Mike Huckabee,"September 17, 2015",barely-true
Amy Sherman,"Pediatricians have cut down on the number and proximity of vaccines because they recognize there have been ""too many in too short a period of time.""",Ben Carson,"September 17, 2015",pants-fire
Sean Gorman,"""We're the only major oil-producing nation in the world with a self-imposed ban on exporting our crude oil to other nations.""",Barry DuVal,"September 17, 2015",mostly-true
Lauren Carroll,"One of the Planned Parenthood videos shows ""a fully formed fetus on the table, its heart beating, its legs kicking, while someone says, 'We have to keep it alive to harvest its brain.' """,Carly Fiorina,"September 17, 2015",barely-true
Tom Kertscher,"Says he will pursue change in federal law to protect employees from ""extortion from a union"" because ""the Supreme Court has ruled that federal prohibitions outlawing extortion usually do not apply to unions.""",Scott Walker,"September 17, 2015",barely-true
Linda Qiu,"Says Marco Rubio has ""the worst voting record there is today.""",Donald Trump,"September 17, 2015",mostly-true
Katie Sanders,"Says Mexico doesn't have birthright citizenship, and Americans are the ""only ones"" to have it.",Donald Trump,"September 17, 2015",FALSE
Jon Greenberg,"""The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.""",Carly Fiorina,"September 16, 2015",TRUE
Lauren Carroll,"""We've just now given over $100 billion"" to Iran, ""the equivalent in U.S. terms is $5 trillion.""",Mike Huckabee,"September 16, 2015",half-true
Louis Jacobson,"""A majority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supported amnesty.""",Ted Cruz,"September 16, 2015",mostly-true
Linda Qiu,"""When he (Donald Trump) asked Florida to have casino gambling, we said no.""",Jeb Bush,"September 16, 2015",mostly-true
Jon Greenberg,Says Wisconsin Gov. Scott Walker turned a $1 billion surplus into a $2.2 billion budget deficit.,Donald Trump,"September 16, 2015",barely-true
Jon Greenberg,"Says history suggests sports will ""quickly subsume a lot of the attention span of the country"" in the presidential primary.",Hugh Hewitt,"September 16, 2015",half-true
April Hunt,Annexation would lead to overcrowding at Decatur’s city schools.,Internet commenters,"September 16, 2015",FALSE
Joshua Gillin,"""Jeb's policies in Florida helped lead to its almost total collapse.""",Donald Trump,"September 15, 2015",barely-true
Amy Sherman,Says Donald Trump supports the Wall Street bailout.,Club for Growth,"September 15, 2015",mostly-true
Katie Sanders,"Says Donald Trump’s polling numbers show that he’s ""the highest with Hispanics that any Republican has ever been.""",Michele Bachmann,"September 15, 2015",FALSE
Nancy Badertscher,"Georgia’s CRCT ""set some of the lowest expectations for student proficiency in the nation.""",Richard Woods,"September 15, 2015",TRUE
Jon Greenberg,Says the case of a Texas judge who refused to perform heterosexual weddings exposes a double standard in the case against Kentucky clerk Kim Davis.,Viral image,"September 14, 2015",FALSE
Warren Fiske,"""Inspections of abortion centers around Virginia have found multiple violations of parental consent laws … but Gov. Terry McAuliffe and his administration have done nothing.""",Victoria Cobb,"September 14, 2015",barely-true
Linda Qiu,"""The top man at Yale Law School came out ... with just a raging report"" about former HP CEO Carly Fiorina, saying she is ""one of the worst executives in his memory in history running the company.""",Donald Trump,"September 13, 2015",mostly-true
Jon Greenberg,"""I'm the only governor in America ... who signed a law that says there needs to be an independent investigation any time there's a death of someone in police custody.""",Scott Walker,"September 13, 2015",TRUE
W. Gardner,"""After Texas defunded Planned Parenthood, both the unintended pregnancy and abortion rates dropped.""",Greg Abbott,"• September 13,",barely-true
Mark Reynolds,"""She [Hillary Clinton] has also said unequivocally that she didn't receive classified documents.""",David Cicilline,"September 13, 2015",half-true
W. Gardner,As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops.,Lloyd Doggett,"• September 11,",mostly-true
Jon Greenberg,"When it comes to classified information at the State Department, Hillary Clinton’s ""the decider.""",Juan Williams,"September 11, 2015",half-true
Tom Kertscher,"Says Donald Trump ""wants to replace"" Obamacare ""with a single-payer system.""",Reid Ribble,"September 11, 2015",half-true
April Hunt,Atlanta has issued an increasing number of citations - and collected an increasing amount of revenue - since Mayor Kasim Reed took office in 2010.,Reader,"September 11, 2015",mostly-true
Louis Jacobson,"""The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons.""",Ted Cruz,"September 10, 2015",FALSE
Joshua Gillin,"""Florida led the nation in job creation"" while Bush was governor.",Jeb Bush,"September 10, 2015",half-true
Jon Greenberg,"""Any Republican that has led for two months and led every state has won the GOP nomination.""",Matthew Dowd,"September 10, 2015",half-true
James B.,"Says Scott Walker said ""Labor unions don’t deserve to have a national holiday"" due to their damage to the economy. And the holiday ""should be replaced by Patriots Day, celebrated every year on 9/11.""",Facebook posts,"• September 10,",pants-fire
Louis Jacobson,"""Unions did not create"" the eight-hour work day and the 40-hour work week. ""Henry Ford did.""",Viral image,"September 9, 2015",barely-true
Tom Kertscher,"Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was ""to raise taxes on students.""",Hillary Clinton,"September 9, 2015",FALSE
Linda Qiu,"""I cut state spending more than anybody (in the 2016 GOP field).""",Jeb Bush,"September 9, 2015",half-true
April Hunt,"""Contrary to media reports, Georgia’s gas tax change led to no price increase at the pump.""",E. Frank Stephenson,"September 9, 2015",half-true
Joshua Gillin,"""There has never been a panther attack in the history of Florida.""",Ron Bergeron,"September 8, 2015",mostly-true
Jon Greenberg,"""Almost 40 percent of all (undocumented) immigrants come by plane and they overstay their visas.""",Jorge Ramos,"September 8, 2015",half-true
W. Gardner,"""The State of Texas is funding … women’s health services at historically high levels; they just increased their level another $50 million for the next two years.""",Joe Pojman,"• September 4,",TRUE
Warren Fiske,"Under the Iran deal: ""If Israel attacks Iran … we’re supposed to be on Iran’s side.""",Donald Trump,"September 4, 2015",FALSE
Louis Jacobson,"""Twenty-three million Americans suffer from addiction, but only 1 in 10 get treatment.""",Hillary Clinton,"September 4, 2015",mostly-true
W. Gardner,"""It has been the law since the beginning of the country that the children of American citizens born ... abroad are American citizens by birth.""",Ted Cruz,"• September 4,",mostly-true
Will Cabaniss,""" 'Denali' is the Kenyan word for 'black power.' """,Viral image,"September 3, 2015",pants-fire
Jon Greenberg,"Under the Nuclear Nonproliferation Treaty ""enrichment has been limited to basically the weapons states.""",Dick Cheney,"September 3, 2015",FALSE
Louis Jacobson,"The nuclear agreement with Iran ""never sunsets. There's no sunset in this agreement.""",John Kerry,"September 3, 2015",half-true
Joshua Gillin,"""Jesus was an undocumented immigrant.""",Ryan Eller,"September 3, 2015",FALSE
Amy Sherman,"""Trump proposed enacting the largest tax increase in American history.""",Jeb Bush,"September 2, 2015",TRUE
Linda Qiu,"The claim that 97 percent of scientists believe humans are causing climate change has been debunked by the ""head"" of the United Nations Intergovernmental Panel on Climate Change. ""That number was pulled out of thin air.""",Rick Santorum,"September 2, 2015",FALSE
Will Cabaniss,"Bernie Sanders opposes the death penalty, and Hillary Clinton supports it.",Viral image,"September 2, 2015",mostly-true
Will Cabaniss,"Bernie Sanders opposes the Trans-Pacific Partnership, and Hillary Clinton supports it.",Viral image,"September 2, 2015",mostly-true
Tom Kertscher,"Says he ""turned down a Medicaid expansion under Obamacare,"" but because of actions he took, for the first time in Wisconsin's history ""everyone living in poverty is covered under Medicaid.""",Scott Walker,"September 2, 2015",mostly-true
Nancy Badertscher,"Georgia has the 9th highest rate of adults, ages 18 to 64, without a high school diploma or GED.",Melissa Johnson,"September 2, 2015",TRUE
Louis Jacobson,"Democratic Sens. Ed Markey, Al Franken and Jeanne Shaheen ""took Bribes From Iran … They Back Insane NUKE Deal.""",Bloggers,"September 1, 2015",pants-fire
Linda Qiu,"""The most recent survey of climate scientists said about 57 percent don’t agree with the idea that 95 percent of the change in the climate is caused by CO2.""",Rick Santorum,"September 1, 2015",FALSE
Jon Greenberg,"""In countries where there are higher, more strict gun laws, there is more gun violence.""",Eric Bolling,"September 1, 2015",FALSE
Lauren Carroll,"The Obama administration is ""proposing to mine another 10 billion tons of Wyoming coal, which would unleash three times more carbon pollution than Obama's Clean Power Plan would even save through 2030.""",Credo Action,"September 1, 2015",barely-true
Tom Kertscher,"Says Scott Walker ""brags a lot about having an independent agency investigate police shootings. Of course, he didn’t fund it.""",Gwen Moore,"September 1, 2015",barely-true
Sean Gorman,"""Of the 25 wealthiest nations, we're the only one that doesn't provide basic health coverage.""",Dan Gecker,"September 1, 2015",TRUE
Louis Jacobson,"""We have 93 million people out of work. They look for jobs, they give up, and all of a sudden, statistically, they're considered employed.""",Donald Trump,"August 31, 2015",FALSE
Joshua Gillin,"""I released all my emails.""",Jeb Bush,"August 31, 2015",barely-true
Warren Fiske,"""I was one of the few, very few, who voted `no’ on the Iran deal.""",Dave Brat,"August 31, 2015",FALSE
Lucas Daprile,"Says Russ Feingold cast the ""deciding vote"" for the ""largest tax increase"" in history",National Republican Senatorial Committee,"August 31, 2015",barely-true
Linda Qiu,"""I'm the only (Republican) candidate that has actually reduced the size of government.""",Bobby Jindal,"August 30, 2015",half-true
Will Cabaniss,"""Saudi Arabia has the third-largest military budget in the entire world.""",Bernie Sanders,"August 30, 2015",TRUE
Mark Reynolds,"""African Americans are twice as likely to be arrested and almost four times as likely to experience the use of force during encounters with the police.""",Bernie Sanders,"August 30, 2015",mostly-true
Louis Jacobson,"""We’re the most highly taxed nation in the world.""",Donald Trump,"August 28, 2015",FALSE
Amy Sherman,"""How do Jeb Bush and Donald Trump differ on immigration? Spoiler alert: They don't.""",Hillary Clinton,"August 28, 2015",barely-true
Jon Greenberg,"""In 1940, only 7 percent of Germans were Nazis.""",Curt Schilling,"August 28, 2015",barely-true
W. Gardner,"""In the year 2013, the Obama administration released 104,000 criminal illegal aliens. They released 196 murderers – people with homicide convictions, who are here illegally.""",Ted Cruz,"• August 28,",half-true
Lucas Daprile,"""By the end of this budget I'm in right now, taxes will have been cut $4.7 billion in my state.""",Scott Walker,"August 28, 2015",TRUE
Clay Wirestone,"Gov. Maggie Hassan’s budget proposal ""raises taxes on small businesses and increases taxes and fees by $100 million.""",Americans for Prosperity,"August 27, 2015",mostly-true
Louis Jacobson,"""More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.""",Nicholas Kristof,"August 27, 2015",TRUE
Linda Qiu,"""Our companies are moving into Mexico more than almost any other place right now.""",Donald Trump,"August 27, 2015",half-true
Jon Greenberg,"Says ""Bush Jr. handed Obama a $1.4 trillion deficit"" and Obama ""reduced Bush Jr.’s deficit to just $492 billion.""",Occupy Democrats,"August 27, 2015",half-true
Tom Kertscher,"Says Ron Johnson ""opposes entirely a federal minimum wage,"" except perhaps for ""guest workers.""",Russ Feingold,"August 27, 2015",TRUE
Nancy Badertscher,Buying the naming rights to the new Falcons stadium is the largest marketing deal in Mercedes-Benz history.,Steve Cannon,"August 27, 2015",mostly-true
W. Gardner,"""To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.""",Sid Miller,"• August 26,",TRUE
Lauren Carroll,"Planned Parenthood is ""not actually doing women’s health issues.""",Jeb Bush,"August 26, 2015",pants-fire
Joshua Gillin,"""Not one of the 17 GOP candidates has discussed how they'd address the rising cost of college.""",Hillary Clinton,"August 26, 2015",FALSE
Amy Sherman,"""The federal government right now does not deport criminals.""",Jeb Bush,"August 26, 2015",FALSE
Tom Kertscher,"Says Scott Walker's plan to replace Obamacare ""is a new entitlement"" program for ""every single American human being from the time they are born right up until they grow old and become eligible for Medicare.""",Bobby Jindal,"August 26, 2015",half-true
Lauren Carroll,"""Many of the great scholars say that anchor babies are not covered"" by the 14th Amendment.",Donald Trump,"August 25, 2015",half-true
Jon Greenberg,"Says Bobby Jindal’s parents ""used his birthright citizenship to become Americans, making him an anchor baby.""",Occupy Democrats,"August 25, 2015",pants-fire
Will Cabaniss,"""The policy mistakes that ... the Clintons made got us, in large degree, to the situation that we are in today with mass incarceration.""",Julius Jones,"August 25, 2015",half-true
Warren Fiske,"""Last year, we had zero percent growth in GDP in Virginia ...The only states that did worse than us were Alaska and Mississippi.""",Glen Sturtevant,"August 25, 2015",TRUE
Joshua Gillin,"Says Donald Trump ""was a Democrat longer in the last decade than he was a Republican.""",Jeb Bush,"August 24, 2015",half-true
Kevin Crowe,"Under Scott Walker, ""the Wisconsin middle class is shrinking at a faster rate than any other state in the country.""",Rachel Maddow,"August 24, 2015",FALSE
Sean Gorman,"""We did not even have a federal income tax in this country until 1913.""",Jim Webb,"August 24, 2015",half-true
